(-346.41,-0.00)
(-340.00,3.70)
(-340.00,11.11)
(-333.58,7.41)
(-327.17,11.11)
(-327.17,18.52)
(-333.58,22.22)
(-327.17,25.93)
(-327.17,33.33)
(-320.75,29.63)
(-314.34,33.33)
(-314.34,25.93)
(-307.92,22.22)
(-301.51,25.93)
(-301.51,33.33)
(-295.09,29.63)
(-288.68,33.33)
(-288.68,40.74)
(-295.09,44.44)
(-288.68,48.15)
(-288.68,55.56)
(-295.09,59.26)
(-301.51,55.56)
(-301.51,62.96)
(-307.92,66.67)
(-301.51,70.37)
(-301.51,77.78)
(-295.09,74.07)
(-288.68,77.78)
(-288.68,85.19)
(-295.09,88.89)
(-288.68,92.59)
(-288.68,100.00)
(-282.26,96.30)
(-275.85,100.00)
(-275.85,92.59)
(-269.43,88.89)
(-263.02,92.59)
(-263.02,100.00)
(-256.60,96.30)
(-250.19,100.00)
(-250.19,92.59)
(-243.77,88.89)
(-250.19,85.19)
(-250.19,77.78)
(-243.77,74.07)
(-237.36,77.78)
(-237.36,70.37)
(-230.94,66.67)
(-224.53,70.37)
(-224.53,77.78)
(-218.11,74.07)
(-211.70,77.78)
(-211.70,85.19)
(-218.11,88.89)
(-211.70,92.59)
(-211.70,100.00)
(-205.28,96.30)
(-198.87,100.00)
(-198.87,92.59)
(-192.45,88.89)
(-186.04,92.59)
(-186.04,100.00)
(-179.62,96.30)
(-173.21,100.00)
(-173.21,107.41)
(-179.62,111.11)
(-173.21,114.81)
(-173.21,122.22)
(-179.62,125.93)
(-186.04,122.22)
(-186.04,129.63)
(-192.45,133.33)
(-186.04,137.04)
(-186.04,144.44)
(-179.62,140.74)
(-173.21,144.44)
(-173.21,151.85)
(-179.62,155.56)
(-173.21,159.26)
(-173.21,166.67)
(-179.62,170.37)
(-186.04,166.67)
(-186.04,174.07)
(-192.45,177.78)
(-198.87,174.07)
(-198.87,166.67)
(-205.28,170.37)
(-211.70,166.67)
(-211.70,174.07)
(-218.11,177.78)
