(-346.41,0.00)
(-346.17,0.14)
(-346.17,0.41)
(-345.93,0.27)
(-345.70,0.41)
(-345.70,0.69)
(-345.93,0.82)
(-345.70,0.96)
(-345.70,1.23)
(-345.46,1.10)
(-345.22,1.23)
(-345.22,0.96)
(-344.98,0.82)
(-344.75,0.96)
(-344.75,1.23)
(-344.51,1.10)
(-344.27,1.23)
(-344.27,1.51)
(-344.51,1.65)
(-344.27,1.78)
(-344.27,2.06)
(-344.51,2.19)
(-344.75,2.06)
(-344.75,2.33)
(-344.98,2.47)
(-344.75,2.61)
(-344.75,2.88)
(-344.51,2.74)
(-344.27,2.88)
(-344.27,3.16)
(-344.51,3.29)
(-344.27,3.43)
(-344.27,3.70)
(-344.03,3.57)
(-343.80,3.70)
(-343.80,3.43)
(-343.56,3.29)
(-343.32,3.43)
(-343.32,3.70)
(-343.08,3.57)
(-342.85,3.70)
(-342.85,3.43)
(-342.61,3.29)
(-342.85,3.16)
(-342.85,2.88)
(-342.61,2.74)
(-342.37,2.88)
(-342.37,2.61)
(-342.13,2.47)
(-341.90,2.61)
(-341.90,2.88)
(-341.66,2.74)
(-341.42,2.88)
(-341.42,3.16)
(-341.66,3.29)
(-341.42,3.43)
(-341.42,3.70)
(-341.18,3.57)
(-340.95,3.70)
(-340.95,3.43)
(-340.71,3.29)
(-340.47,3.43)
(-340.47,3.70)
(-340.23,3.57)
(-340.00,3.70)
(-340.00,3.98)
(-340.23,4.12)
(-340.00,4.25)
(-340.00,4.53)
(-340.23,4.66)
(-340.47,4.53)
(-340.47,4.80)
(-340.71,4.94)
(-340.47,5.08)
(-340.47,5.35)
(-340.23,5.21)
(-340.00,5.35)
(-340.00,5.62)
(-340.23,5.76)
(-340.00,5.90)
(-340.00,6.17)
(-340.23,6.31)
(-340.47,6.17)
(-340.47,6.45)
(-340.71,6.58)
(-340.95,6.45)
(-340.95,6.17)
(-341.18,6.31)
(-341.42,6.17)
(-341.42,6.45)
(-341.66,6.58)
(-341.42,6.72)
(-341.42,7.00)
(-341.66,7.13)
(-341.90,7.00)
(-341.90,7.27)
(-342.13,7.41)
(-341.90,7.54)
(-341.90,7.82)
(-341.66,7.68)
(-341.42,7.82)
(-341.42,8.09)
(-341.66,8.23)
(-341.42,8.37)
(-341.42,8.64)
(-341.18,8.50)
(-340.95,8.64)
(-340.95,8.37)
(-340.71,8.23)
(-340.47,8.37)
(-340.47,8.64)
(-340.23,8.50)
(-340.00,8.64)
