(-337.14,10.38)
(-337.22,10.43)
(-337.14,10.47)
(-337.14,10.56)
(-337.22,10.61)
(-337.30,10.56)
(-337.30,10.65)
(-337.38,10.70)
(-337.30,10.75)
(-337.30,10.84)
(-337.22,10.79)
(-337.14,10.84)
(-337.14,10.93)
(-337.22,10.97)
(-337.14,11.02)
(-337.14,11.11)
(-337.06,11.07)
(-336.99,11.11)
(-336.99,11.02)
(-336.91,10.97)
(-336.83,11.02)
(-336.83,11.11)
(-336.75,11.07)
(-336.67,11.11)
(-336.67,11.02)
(-336.59,10.97)
(-336.67,10.93)
(-336.67,10.84)
(-336.59,10.79)
(-336.51,10.84)
(-336.51,10.75)
(-336.43,10.70)
(-336.35,10.75)
(-336.35,10.84)
(-336.27,10.79)
(-336.19,10.84)
(-336.19,10.93)
(-336.27,10.97)
(-336.19,11.02)
(-336.19,11.11)
(-336.11,11.07)
(-336.04,11.11)
(-336.04,11.02)
(-335.96,10.97)
(-335.88,11.02)
(-335.88,11.11)
(-335.80,11.07)
(-335.72,11.11)
(-335.72,11.02)
(-335.64,10.97)
(-335.72,10.93)
(-335.72,10.84)
(-335.64,10.79)
(-335.56,10.84)
(-335.56,10.75)
(-335.48,10.70)
(-335.56,10.65)
(-335.56,10.56)
(-335.64,10.61)
(-335.72,10.56)
(-335.72,10.47)
(-335.64,10.43)
(-335.72,10.38)
(-335.72,10.29)
(-335.64,10.24)
(-335.56,10.29)
(-335.56,10.20)
(-335.48,10.15)
(-335.40,10.20)
(-335.40,10.29)
(-335.32,10.24)
(-335.24,10.29)
(-335.24,10.20)
(-335.16,10.15)
(-335.24,10.11)
(-335.24,10.01)
(-335.16,9.97)
(-335.08,10.01)
(-335.08,9.92)
(-335.01,9.88)
(-335.08,9.83)
(-335.08,9.74)
(-335.16,9.79)
(-335.24,9.74)
(-335.24,9.65)
(-335.16,9.60)
(-335.24,9.56)
(-335.24,9.47)
(-335.32,9.51)
(-335.40,9.47)
(-335.40,9.56)
(-335.48,9.60)
(-335.56,9.56)
(-335.56,9.47)
(-335.64,9.51)
(-335.72,9.47)
(-335.72,9.37)
(-335.64,9.33)
(-335.72,9.28)
(-335.72,9.19)
(-335.64,9.14)
(-335.56,9.19)
(-335.56,9.10)
(-335.48,9.05)
(-335.56,9.01)
(-335.56,8.92)
(-335.64,8.96)
(-335.72,8.92)
(-335.72,8.82)
(-335.64,8.78)
(-335.72,8.73)
(-335.72,8.64)
(-335.64,8.60)
(-335.56,8.64)
(-335.56,8.55)
(-335.48,8.50)
(-335.40,8.55)
(-335.40,8.64)
(-335.32,8.60)
(-335.24,8.64)
(-335.24,8.55)
(-335.16,8.50)
(-335.24,8.46)
(-335.24,8.37)
(-335.16,8.32)
(-335.08,8.37)
(-335.08,8.28)
(-335.01,8.23)
(-334.93,8.28)
(-334.93,8.37)
(-334.85,8.32)
(-334.77,8.37)
(-334.77,8.46)
(-334.85,8.50)
(-334.77,8.55)
(-334.77,8.64)
(-334.69,8.60)
(-334.61,8.64)
(-334.61,8.55)
(-334.53,8.50)
(-334.45,8.55)
(-334.45,8.64)
(-334.37,8.60)
(-334.29,8.64)
(-334.29,8.55)
(-334.21,8.50)
(-334.29,8.46)
(-334.29,8.37)
(-334.21,8.32)
(-334.13,8.37)
(-334.13,8.28)
(-334.06,8.23)
(-334.13,8.18)
(-334.13,8.09)
(-334.21,8.14)
(-334.29,8.09)
(-334.29,8.00)
(-334.21,7.96)
(-334.29,7.91)
(-334.29,7.82)
(-334.21,7.77)
(-334.13,7.82)
(-334.13,7.73)
(-334.06,7.68)
(-333.98,7.73)
(-333.98,7.82)
(-333.90,7.77)
(-333.82,7.82)
(-333.82,7.73)
(-333.74,7.68)
(-333.82,7.64)
(-333.82,7.54)
(-333.74,7.50)
(-333.66,7.54)
(-333.66,7.45)
(-333.58,7.41)
(-333.50,7.45)
(-333.50,7.54)
(-333.42,7.50)
(-333.34,7.54)
(-333.34,7.64)
(-333.42,7.68)
(-333.34,7.73)
(-333.34,7.82)
(-333.26,7.77)
(-333.18,7.82)
(-333.18,7.73)
(-333.10,7.68)
(-333.03,7.73)
(-333.03,7.82)
(-332.95,7.77)
(-332.87,7.82)
(-332.87,7.91)
(-332.95,7.96)
(-332.87,8.00)
(-332.87,8.09)
(-332.95,8.14)
(-333.03,8.09)
(-333.03,8.18)
(-333.10,8.23)
(-333.03,8.28)
(-333.03,8.37)
(-332.95,8.32)
(-332.87,8.37)
(-332.87,8.46)
(-332.95,8.50)
(-332.87,8.55)
(-332.87,8.64)
(-332.79,8.60)
(-332.71,8.64)
(-332.71,8.55)
(-332.63,8.50)
(-332.55,8.55)
(-332.55,8.64)
(-332.47,8.60)
(-332.39,8.64)
(-332.39,8.55)
(-332.31,8.50)
(-332.39,8.46)
(-332.39,8.37)
(-332.31,8.32)
(-332.23,8.37)
(-332.23,8.28)
(-332.15,8.23)
(-332.08,8.28)
(-332.08,8.37)
(-332.00,8.32)
(-331.92,8.37)
(-331.92,8.46)
(-332.00,8.50)
(-331.92,8.55)
(-331.92,8.64)
(-331.84,8.60)
(-331.76,8.64)
(-331.76,8.55)
(-331.68,8.50)
(-331.60,8.55)
(-331.60,8.64)
(-331.52,8.60)
(-331.44,8.64)
(-331.44,8.73)
(-331.52,8.78)
(-331.44,8.82)
(-331.44,8.92)
(-331.52,8.96)
(-331.60,8.92)
(-331.60,9.01)
(-331.68,9.05)
(-331.60,9.10)
(-331.60,9.19)
(-331.52,9.14)
(-331.44,9.19)
(-331.44,9.28)
(-331.52,9.33)
(-331.44,9.37)
(-331.44,9.47)
(-331.52,9.51)
(-331.60,9.47)
(-331.60,9.56)
(-331.68,9.60)
(-331.76,9.56)
(-331.76,9.47)
(-331.84,9.51)
(-331.92,9.47)
(-331.92,9.56)
(-332.00,9.60)
(-331.92,9.65)
(-331.92,9.74)
(-332.00,9.79)
(-332.08,9.74)
(-332.08,9.83)
(-332.15,9.88)
(-332.08,9.92)
(-332.08,10.01)
(-332.00,9.97)
(-331.92,10.01)
(-331.92,10.11)
(-332.00,10.15)
(-331.92,10.20)
(-331.92,10.29)
(-331.84,10.24)
(-331.76,10.29)
(-331.76,10.20)
(-331.68,10.15)
(-331.60,10.20)
(-331.60,10.29)
(-331.52,10.24)
(-331.44,10.29)
(-331.44,10.38)
(-331.52,10.43)
(-331.44,10.47)
(-331.44,10.56)
(-331.52,10.61)
(-331.60,10.56)
(-331.60,10.65)
(-331.68,10.70)
(-331.60,10.75)
(-331.60,10.84)
(-331.52,10.79)
(-331.44,10.84)
(-331.44,10.93)
(-331.52,10.97)
(-331.44,11.02)
(-331.44,11.11)
(-331.36,11.07)
(-331.28,11.11)
(-331.28,11.02)
(-331.20,10.97)
(-331.13,11.02)
(-331.13,11.11)
(-331.05,11.07)
(-330.97,11.11)
(-330.97,11.02)
(-330.89,10.97)
(-330.97,10.93)
(-330.97,10.84)
(-330.89,10.79)
(-330.81,10.84)
(-330.81,10.75)
(-330.73,10.70)
(-330.65,10.75)
(-330.65,10.84)
(-330.57,10.79)
(-330.49,10.84)
(-330.49,10.93)
(-330.57,10.97)
(-330.49,11.02)
(-330.49,11.11)
(-330.41,11.07)
(-330.33,11.11)
(-330.33,11.02)
(-330.25,10.97)
(-330.17,11.02)
(-330.17,11.11)
(-330.10,11.07)
(-330.02,11.11)
(-330.02,11.02)
(-329.94,10.97)
(-330.02,10.93)
(-330.02,10.84)
(-329.94,10.79)
(-329.86,10.84)
(-329.86,10.75)
(-329.78,10.70)
(-329.86,10.65)
(-329.86,10.56)
(-329.94,10.61)
(-330.02,10.56)
(-330.02,10.47)
(-329.94,10.43)
(-330.02,10.38)
(-330.02,10.29)
(-329.94,10.24)
(-329.86,10.29)
(-329.86,10.20)
(-329.78,10.15)
(-329.70,10.20)
(-329.70,10.29)
(-329.62,10.24)
(-329.54,10.29)
(-329.54,10.20)
(-329.46,10.15)
(-329.54,10.11)
(-329.54,10.01)
(-329.46,9.97)
(-329.38,10.01)
(-329.38,9.92)
(-329.30,9.88)
(-329.22,9.92)
(-329.22,10.01)
(-329.15,9.97)
(-329.07,10.01)
(-329.07,10.11)
(-329.15,10.15)
(-329.07,10.20)
(-329.07,10.29)
(-328.99,10.24)
(-328.91,10.29)
(-328.91,10.20)
(-328.83,10.15)
(-328.75,10.20)
(-328.75,10.29)
(-328.67,10.24)
(-328.59,10.29)
(-328.59,10.38)
(-328.67,10.43)
(-328.59,10.47)
(-328.59,10.56)
(-328.67,10.61)
(-328.75,10.56)
(-328.75,10.65)
(-328.83,10.70)
(-328.75,10.75)
(-328.75,10.84)
(-328.67,10.79)
(-328.59,10.84)
(-328.59,10.93)
(-328.67,10.97)
(-328.59,11.02)
(-328.59,11.11)
(-328.51,11.07)
(-328.43,11.11)
(-328.43,11.02)
(-328.35,10.97)
(-328.27,11.02)
(-328.27,11.11)
(-328.19,11.07)
(-328.12,11.11)
(-328.12,11.02)
(-328.04,10.97)
(-328.12,10.93)
(-328.12,10.84)
(-328.04,10.79)
(-327.96,10.84)
(-327.96,10.75)
(-327.88,10.70)
(-327.80,10.75)
(-327.80,10.84)
(-327.72,10.79)
(-327.64,10.84)
(-327.64,10.93)
(-327.72,10.97)
(-327.64,11.02)
(-327.64,11.11)
(-327.56,11.07)
(-327.48,11.11)
(-327.48,11.02)
(-327.40,10.97)
(-327.32,11.02)
(-327.32,11.11)
(-327.24,11.07)
(-327.17,11.11)
(-327.17,11.20)
(-327.24,11.25)
(-327.17,11.29)
(-327.17,11.39)
(-327.24,11.43)
(-327.32,11.39)
(-327.32,11.48)
(-327.40,11.52)
(-327.32,11.57)
(-327.32,11.66)
(-327.24,11.61)
(-327.17,11.66)
(-327.17,11.75)
(-327.24,11.80)
(-327.17,11.84)
(-327.17,11.93)
(-327.24,11.98)
(-327.32,11.93)
(-327.32,12.03)
(-327.40,12.07)
(-327.48,12.03)
(-327.48,11.93)
(-327.56,11.98)
(-327.64,11.93)
(-327.64,12.03)
(-327.72,12.07)
(-327.64,12.12)
(-327.64,12.21)
(-327.72,12.25)
(-327.80,12.21)
(-327.80,12.30)
(-327.88,12.35)
(-327.80,12.39)
(-327.80,12.48)
(-327.72,12.44)
(-327.64,12.48)
(-327.64,12.57)
(-327.72,12.62)
(-327.64,12.67)
(-327.64,12.76)
(-327.56,12.71)
(-327.48,12.76)
(-327.48,12.67)
(-327.40,12.62)
(-327.32,12.67)
(-327.32,12.76)
(-327.24,12.71)
(-327.17,12.76)
(-327.17,12.85)
(-327.24,12.89)
(-327.17,12.94)
(-327.17,13.03)
(-327.24,13.08)
(-327.32,13.03)
(-327.32,13.12)
(-327.40,13.17)
(-327.32,13.21)
(-327.32,13.31)
(-327.24,13.26)
(-327.17,13.31)
(-327.17,13.40)
(-327.24,13.44)
(-327.17,13.49)
(-327.17,13.58)
(-327.24,13.63)
(-327.32,13.58)
(-327.32,13.67)
(-327.40,13.72)
(-327.48,13.67)
(-327.48,13.58)
(-327.56,13.63)
(-327.64,13.58)
(-327.64,13.67)
(-327.72,13.72)
(-327.64,13.76)
(-327.64,13.85)
(-327.72,13.90)
(-327.80,13.85)
(-327.80,13.95)
(-327.88,13.99)
(-327.96,13.95)
(-327.96,13.85)
(-328.04,13.90)
(-328.12,13.85)
(-328.12,13.76)
(-328.04,13.72)
(-328.12,13.67)
(-328.12,13.58)
(-328.19,13.63)
(-328.27,13.58)
(-328.27,13.67)
(-328.35,13.72)
(-328.43,13.67)
(-328.43,13.58)
(-328.51,13.63)
(-328.59,13.58)
(-328.59,13.67)
(-328.67,13.72)
(-328.59,13.76)
(-328.59,13.85)
(-328.67,13.90)
(-328.75,13.85)
(-328.75,13.95)
(-328.83,13.99)
(-328.75,14.04)
(-328.75,14.13)
(-328.67,14.08)
(-328.59,14.13)
(-328.59,14.22)
(-328.67,14.27)
(-328.59,14.31)
(-328.59,14.40)
(-328.67,14.45)
(-328.75,14.40)
(-328.75,14.49)
(-328.83,14.54)
(-328.91,14.49)
(-328.91,14.40)
(-328.99,14.45)
(-329.07,14.40)
(-329.07,14.49)
(-329.15,14.54)
(-329.07,14.59)
(-329.07,14.68)
(-329.15,14.72)
(-329.22,14.68)
(-329.22,14.77)
(-329.30,14.81)
(-329.22,14.86)
(-329.22,14.95)
(-329.15,14.91)
(-329.07,14.95)
(-329.07,15.04)
(-329.15,15.09)
(-329.07,15.13)
(-329.07,15.23)
(-328.99,15.18)
(-328.91,15.23)
(-328.91,15.13)
(-328.83,15.09)
(-328.75,15.13)
(-328.75,15.23)
(-328.67,15.18)
(-328.59,15.23)
(-328.59,15.32)
(-328.67,15.36)
(-328.59,15.41)
(-328.59,15.50)
(-328.67,15.55)
(-328.75,15.50)
(-328.75,15.59)
(-328.83,15.64)
(-328.75,15.68)
(-328.75,15.78)
(-328.67,15.73)
(-328.59,15.78)
(-328.59,15.87)
(-328.67,15.91)
(-328.59,15.96)
(-328.59,16.05)
(-328.51,16.00)
(-328.43,16.05)
(-328.43,15.96)
(-328.35,15.91)
(-328.27,15.96)
(-328.27,16.05)
(-328.19,16.00)
(-328.12,16.05)
(-328.12,15.96)
(-328.04,15.91)
(-328.12,15.87)
(-328.12,15.78)
(-328.04,15.73)
(-327.96,15.78)
(-327.96,15.68)
(-327.88,15.64)
(-327.80,15.68)
(-327.80,15.78)
(-327.72,15.73)
(-327.64,15.78)
(-327.64,15.87)
(-327.72,15.91)
(-327.64,15.96)
(-327.64,16.05)
(-327.56,16.00)
(-327.48,16.05)
(-327.48,15.96)
(-327.40,15.91)
(-327.32,15.96)
(-327.32,16.05)
(-327.24,16.00)
(-327.17,16.05)
(-327.17,16.14)
(-327.24,16.19)
(-327.17,16.23)
(-327.17,16.32)
(-327.24,16.37)
(-327.32,16.32)
(-327.32,16.42)
(-327.40,16.46)
(-327.32,16.51)
(-327.32,16.60)
(-327.24,16.55)
(-327.17,16.60)
(-327.17,16.69)
(-327.24,16.74)
(-327.17,16.78)
(-327.17,16.87)
(-327.24,16.92)
(-327.32,16.87)
(-327.32,16.96)
(-327.40,17.01)
(-327.48,16.96)
(-327.48,16.87)
(-327.56,16.92)
(-327.64,16.87)
(-327.64,16.96)
(-327.72,17.01)
(-327.64,17.06)
(-327.64,17.15)
(-327.72,17.19)
(-327.80,17.15)
(-327.80,17.24)
(-327.88,17.28)
(-327.80,17.33)
(-327.80,17.42)
(-327.72,17.38)
(-327.64,17.42)
(-327.64,17.51)
(-327.72,17.56)
(-327.64,17.60)
(-327.64,17.70)
(-327.56,17.65)
(-327.48,17.70)
(-327.48,17.60)
(-327.40,17.56)
(-327.32,17.60)
(-327.32,17.70)
(-327.24,17.65)
(-327.17,17.70)
(-327.17,17.79)
(-327.24,17.83)
(-327.17,17.88)
(-327.17,17.97)
(-327.24,18.02)
(-327.32,17.97)
(-327.32,18.06)
